anchor,positive_schema
"Could you delegate the issue so Copilot can send the issue to Copilot from develop?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Would you send the ticket to Copilot to send the issue to Copilot from develop?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Can we let Copilot handle the issue to send the issue to Copilot from develop?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Can you assign Copilot to an issue to let Copilot work on the ticket?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Could you delegate the issue so Copilot can let Copilot work on the ticket?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Would you send the ticket to Copilot to let Copilot work on the ticket?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Can we let Copilot handle the issue to let Copilot work on the ticket?","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I need to assign Copilot to an issue to delegate issue 24 to Copilot.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I want Copilot to take the ticket to delegate issue 24 to Copilot.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I am trying to delegate an issue so Copilot can delegate issue 24 to Copilot.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I need to assign Copilot to an issue to have Copilot implement the bug fix.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I want Copilot to take the ticket to have Copilot implement the bug fix.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I am trying to delegate an issue so Copilot can have Copilot implement the bug fix.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I need to assign Copilot to an issue to assign the task from a feature request.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I want Copilot to take the ticket to assign the task from a feature request.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I am trying to delegate an issue so Copilot can assign the task from a feature request.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I need to assign Copilot to an issue to send the issue to Copilot from develop.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I want Copilot to take the ticket to send the issue to Copilot from develop.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I am trying to delegate an issue so Copilot can send the issue to Copilot from develop.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I need to assign Copilot to an issue to let Copilot work on the ticket.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I want Copilot to take the ticket to let Copilot work on the ticket.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"I am trying to delegate an issue so Copilot can let Copilot work on the ticket.","{""name"":""assign_copilot_to_issue"",""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""custom_instructions"":{""type"":""string"",""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description""},""issue_number"":{""type"":""number"",""description"":""Issue number""},""owner"":{""type"":""string"",""description"":""Repository owner""},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo"",""issue_number""]}}"
"Create a pull request with Copilot to have Copilot open a code-fixing PR.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Delegate a coding task so Copilot can have Copilot open a code-fixing PR.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Ask Copilot to produce a PR that will have Copilot open a code-fixing PR.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Create a pull request with Copilot to generate an implementation PR from the task.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Delegate a coding task so Copilot can generate an implementation PR from the task.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Ask Copilot to produce a PR that will generate an implementation PR from the task.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Create a pull request with Copilot to let Copilot deliver the feature in a branch.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
"Delegate a coding task so Copilot can let Copilot deliver the feature in a branch.","{""name"":""create_pull_request_with_copilot"",""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""type"":""object"",""properties"":{""base_ref"":{""type"":""string"",""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch""},""owner"":{""type"":""string"",""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding.""},""problem_statement"":{""type"":""string"",""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)""},""repo"":{""type"":""string"",""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding.""},""title"":{""type"":""string"",""description"":""Title for the pull request that will be created""}},""required"":[""owner"",""repo"",""problem_statement"",""title""]}}"
