query_id,dataset,server,tool,scenario_id,origin,anchor,positive_schema
v1-0518,v1,github,list_branches,v1:list_branches:s03,author_template,Can we inspect the branches to review all active branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0519,v1,github,list_branches,v1:list_branches:s01,author_template,Can you list branches so we can see release branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0520,v1,github,list_branches,v1:list_branches:s01,author_template,Could you show the branch list to see release branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0521,v1,github,list_branches,v1:list_branches:s01,author_template,Would you fetch repository branches to see release branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0522,v1,github,list_branches,v1:list_branches:s01,author_template,Can we inspect the branches to see release branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0523,v1,github,list_branches,v1:list_branches:s00,author_template,Can you list branches so we can inspect feature branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0524,v1,github,list_branches,v1:list_branches:s00,author_template,Could you show the branch list to inspect feature branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0525,v1,github,list_branches,v1:list_branches:s00,author_template,Would you fetch repository branches to inspect feature branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0526,v1,github,list_branches,v1:list_branches:s00,author_template,Can we inspect the branches to inspect feature branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0527,v1,github,list_branches,v1:list_branches:s02,author_template,Can you list branches so we can look for stale work branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0528,v1,github,list_branches,v1:list_branches:s02,author_template,Could you show the branch list to look for stale work branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0529,v1,github,list_branches,v1:list_branches:s02,author_template,Would you fetch repository branches to look for stale work branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0530,v1,github,list_branches,v1:list_branches:s02,author_template,Can we inspect the branches to look for stale work branches?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0531,v1,github,list_branches,v1:list_branches:s04,author_template,Can you list branches so we can scan repository branch names?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0532,v1,github,list_branches,v1:list_branches:s04,author_template,Could you show the branch list to scan repository branch names?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0533,v1,github,list_branches,v1:list_branches:s04,author_template,Would you fetch repository branches to scan repository branch names?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0534,v1,github,list_branches,v1:list_branches:s04,author_template,Can we inspect the branches to scan repository branch names?,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0535,v1,github,list_branches,v1:list_branches:s03,author_template,I need the branch list to review all active branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0536,v1,github,list_branches,v1:list_branches:s03,author_template,I want to inspect repository branches to review all active branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0537,v1,github,list_branches,v1:list_branches:s03,author_template,I am trying to review branches to review all active branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0538,v1,github,list_branches,v1:list_branches:s01,author_template,I need the branch list to see release branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0539,v1,github,list_branches,v1:list_branches:s01,author_template,I want to inspect repository branches to see release branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0540,v1,github,list_branches,v1:list_branches:s01,author_template,I am trying to review branches to see release branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0541,v1,github,list_branches,v1:list_branches:s00,author_template,I need the branch list to inspect feature branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0542,v1,github,list_branches,v1:list_branches:s00,author_template,I want to inspect repository branches to inspect feature branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0543,v1,github,list_branches,v1:list_branches:s00,author_template,I am trying to review branches to inspect feature branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0544,v1,github,list_branches,v1:list_branches:s02,author_template,I need the branch list to look for stale work branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0545,v1,github,list_branches,v1:list_branches:s02,author_template,I want to inspect repository branches to look for stale work branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0546,v1,github,list_branches,v1:list_branches:s02,author_template,I am trying to review branches to look for stale work branches.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0547,v1,github,list_branches,v1:list_branches:s04,author_template,I need the branch list to scan repository branch names.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0548,v1,github,list_branches,v1:list_branches:s04,author_template,I want to inspect repository branches to scan repository branch names.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0549,v1,github,list_branches,v1:list_branches:s04,author_template,I am trying to review branches to scan repository branch names.,"{""name"":""list_branches"",""description"":""List branches in a GitHub repository"",""inputSchema"":{""type"":""object"",""properties"":{""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""}},""required"":[""owner"",""repo""]}}"
v1-0550,v1,github,list_commits,v1:list_commits:s03,author_template,List commits so I can review recent work on main.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0551,v1,github,list_commits,v1:list_commits:s03,author_template,Show the commit history to review recent work on main.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0552,v1,github,list_commits,v1:list_commits:s03,author_template,Fetch repository commits to review recent work on main.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0553,v1,github,list_commits,v1:list_commits:s01,author_template,List commits so I can see commits from the release branch.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0554,v1,github,list_commits,v1:list_commits:s01,author_template,Show the commit history to see commits from the release branch.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0555,v1,github,list_commits,v1:list_commits:s01,author_template,Fetch repository commits to see commits from the release branch.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0556,v1,github,list_commits,v1:list_commits:s00,author_template,List commits so I can inspect author activity.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0557,v1,github,list_commits,v1:list_commits:s00,author_template,Show the commit history to inspect author activity.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0558,v1,github,list_commits,v1:list_commits:s00,author_template,Fetch repository commits to inspect author activity.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0559,v1,github,list_commits,v1:list_commits:s04,author_template,List commits so I can look through the auth refactor history.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0560,v1,github,list_commits,v1:list_commits:s04,author_template,Show the commit history to look through the auth refactor history.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
v1-0561,v1,github,list_commits,v1:list_commits:s04,author_template,Fetch repository commits to look through the auth refactor history.,"{""name"":""list_commits"",""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""type"":""object"",""properties"":{""author"":{""type"":""string"",""description"":""Author username or email address to filter commits by""},""owner"":{""type"":""string"",""description"":""Repository owner""},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""sha"":{""type"":""string"",""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA.""}},""required"":[""owner"",""repo""]}}"
