query_id,dataset,server,tool,scenario_id,origin,anchor,positive_schema
ms-0105,ms,sendgrid,sendgrid/get_api_keys_api_key_id,ms:sendgrid/get_api_keys_api_key_id:s00,llm_claude_eval,Show the details of the API key ending in 9Xk2.,"{""description"": ""Retrieve an existing API Key. **This endpoint allows you to retrieve a single API key using an `api_key_id`.** The endpoint will return a key's name, ID, and scopes. If the API Key ID does not, exist a `404` status will be returned. See the [API Key Permissions List](https://sendgrid.api-docs.io/v3.0/how-to-use-the-sendgrid-v3-api/api-authorization) for all available scopes. An API key's scopes ca"", ""inputSchema"": {""properties"": {""api_key_id"": {""description"": ""The api_key_id parameter"", ""type"": ""string""}}, ""required"": [""api_key_id""], ""type"": ""object""}, ""name"": ""get_api_keys_api_key_id""}"
ms-0106,ms,sendgrid,sendgrid/get_api_keys_api_key_id,ms:sendgrid/get_api_keys_api_key_id:s01,llm_claude_eval,What permissions does that one SendGrid key have?,"{""description"": ""Retrieve an existing API Key. **This endpoint allows you to retrieve a single API key using an `api_key_id`.** The endpoint will return a key's name, ID, and scopes. If the API Key ID does not, exist a `404` status will be returned. See the [API Key Permissions List](https://sendgrid.api-docs.io/v3.0/how-to-use-the-sendgrid-v3-api/api-authorization) for all available scopes. An API key's scopes ca"", ""inputSchema"": {""properties"": {""api_key_id"": {""description"": ""The api_key_id parameter"", ""type"": ""string""}}, ""required"": [""api_key_id""], ""type"": ""object""}, ""name"": ""get_api_keys_api_key_id""}"
ms-0107,ms,sendgrid,sendgrid/get_api_keys_api_key_id,ms:sendgrid/get_api_keys_api_key_id:s02,llm_claude_eval,Look up the email API key by its identifier.,"{""description"": ""Retrieve an existing API Key. **This endpoint allows you to retrieve a single API key using an `api_key_id`.** The endpoint will return a key's name, ID, and scopes. If the API Key ID does not, exist a `404` status will be returned. See the [API Key Permissions List](https://sendgrid.api-docs.io/v3.0/how-to-use-the-sendgrid-v3-api/api-authorization) for all available scopes. An API key's scopes ca"", ""inputSchema"": {""properties"": {""api_key_id"": {""description"": ""The api_key_id parameter"", ""type"": ""string""}}, ""required"": [""api_key_id""], ""type"": ""object""}, ""name"": ""get_api_keys_api_key_id""}"
ms-0108,ms,sendgrid,sendgrid/delete_access_settings_whitelist,ms:sendgrid/delete_access_settings_whitelist:s00,llm_claude_eval,Remove the office IPs from the email service allow list.,"{""description"": ""Remove one or more IPs from the allow list. **This endpoint allows you to remove one or more IP addresses from your list of allowed addresses.** To remove one or more IP addresses, pass this endpoint an array containing the ID(s) associated with the IP(s) you intend to remove. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" en"", ""inputSchema"": {""properties"": {""ids"": {""description"": ""An array of the IDs of the IP address that you want to remove from your allow list."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""delete_access_settings_whitelist""}"
ms-0109,ms,sendgrid,sendgrid/delete_access_settings_whitelist,ms:sendgrid/delete_access_settings_whitelist:s01,llm_claude_eval,Delete those two addresses from the IP access list.,"{""description"": ""Remove one or more IPs from the allow list. **This endpoint allows you to remove one or more IP addresses from your list of allowed addresses.** To remove one or more IP addresses, pass this endpoint an array containing the ID(s) associated with the IP(s) you intend to remove. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" en"", ""inputSchema"": {""properties"": {""ids"": {""description"": ""An array of the IDs of the IP address that you want to remove from your allow list."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""delete_access_settings_whitelist""}"
ms-0110,ms,sendgrid,sendgrid/delete_access_settings_whitelist,ms:sendgrid/delete_access_settings_whitelist:s02,llm_claude_eval,Take 203.0.113.7 off the allowed IP ranges for the account.,"{""description"": ""Remove one or more IPs from the allow list. **This endpoint allows you to remove one or more IP addresses from your list of allowed addresses.** To remove one or more IP addresses, pass this endpoint an array containing the ID(s) associated with the IP(s) you intend to remove. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" en"", ""inputSchema"": {""properties"": {""ids"": {""description"": ""An array of the IDs of the IP address that you want to remove from your allow list."", ""type"": ""array""}}, ""required"": [], ""type"": ""object""}, ""name"": ""delete_access_settings_whitelist""}"
ms-0111,ms,sendgrid,sendgrid/get_access_settings_whitelist_rule_id,ms:sendgrid/get_access_settings_whitelist_rule_id:s00,llm_claude_eval,Show which IP address allow-list rule 15 refers to.,"{""description"": ""Retrieve a specific allowed IP. **This endpoint allows you to retreive a specific IP address that has been allowed to access your account.** You must include the ID for the specific IP address you want to retrieve in your call. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" endpoint."", ""inputSchema"": {""properties"": {""rule_id"": {""description"": ""The ID of the allowed IP address that you want to retrieve."", ""type"": ""string""}}, ""required"": [""rule_id""], ""type"": ""object""}, ""name"": ""get_access_settings_whitelist_rule_id""}"
ms-0112,ms,sendgrid,sendgrid/get_access_settings_whitelist_rule_id,ms:sendgrid/get_access_settings_whitelist_rule_id:s01,llm_claude_eval,Get the details of that specific allowed IP entry.,"{""description"": ""Retrieve a specific allowed IP. **This endpoint allows you to retreive a specific IP address that has been allowed to access your account.** You must include the ID for the specific IP address you want to retrieve in your call. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" endpoint."", ""inputSchema"": {""properties"": {""rule_id"": {""description"": ""The ID of the allowed IP address that you want to retrieve."", ""type"": ""string""}}, ""required"": [""rule_id""], ""type"": ""object""}, ""name"": ""get_access_settings_whitelist_rule_id""}"
ms-0113,ms,sendgrid,sendgrid/get_access_settings_whitelist_rule_id,ms:sendgrid/get_access_settings_whitelist_rule_id:s02,llm_claude_eval,Look up one IP access rule by its id.,"{""description"": ""Retrieve a specific allowed IP. **This endpoint allows you to retreive a specific IP address that has been allowed to access your account.** You must include the ID for the specific IP address you want to retrieve in your call. You can retrieve the IDs associated with your allowed IP addresses using the \""Retrieve a list of currently allowed IPs\"" endpoint."", ""inputSchema"": {""properties"": {""rule_id"": {""description"": ""The ID of the allowed IP address that you want to retrieve."", ""type"": ""string""}}, ""required"": [""rule_id""], ""type"": ""object""}, ""name"": ""get_access_settings_whitelist_rule_id""}"
ms-0114,ms,slack,slack/admin_conversations_restrictaccess_removegroup,ms:slack/admin_conversations_restrictaccess_removegroup:s00,llm_claude_eval,Unlink the contractors IDP group from the private finance channel.,"{""description"": ""Remove a linked IDP group linked from a private channel"", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel to remove the linked group from."", ""type"": ""string""}, ""group_id"": {""description"": ""The [IDP Group](https://slack.com/help/articles/115001435788-Connect-identity-provider-groups-to-your-Enterprise-Grid-org) ID to remove from the private channel."", ""type"": ""string""}, ""team_id"": {""description"": ""The workspace where the channel exists. This argument is required for channels only tied to one workspace, and optional for channels that are shared across an organization."", ""type"": ""string""}, ""token"": {""description"": ""Authentication token. Requires scope: `admin.conversations:write`"", ""type"": ""string""}}, ""required"": [""token"", ""team_id"", ""group_id"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_restrictaccess_removegroup""}"
ms-0115,ms,slack,slack/admin_conversations_restrictaccess_removegroup,ms:slack/admin_conversations_restrictaccess_removegroup:s01,llm_claude_eval,Remove that identity-provider group's access restriction from the channel.,"{""description"": ""Remove a linked IDP group linked from a private channel"", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel to remove the linked group from."", ""type"": ""string""}, ""group_id"": {""description"": ""The [IDP Group](https://slack.com/help/articles/115001435788-Connect-identity-provider-groups-to-your-Enterprise-Grid-org) ID to remove from the private channel."", ""type"": ""string""}, ""team_id"": {""description"": ""The workspace where the channel exists. This argument is required for channels only tied to one workspace, and optional for channels that are shared across an organization."", ""type"": ""string""}, ""token"": {""description"": ""Authentication token. Requires scope: `admin.conversations:write`"", ""type"": ""string""}}, ""required"": [""token"", ""team_id"", ""group_id"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_restrictaccess_removegroup""}"
ms-0116,ms,slack,slack/admin_conversations_restrictaccess_removegroup,ms:slack/admin_conversations_restrictaccess_removegroup:s02,llm_claude_eval,Detach the SSO group from #leadership so access is no longer gated.,"{""description"": ""Remove a linked IDP group linked from a private channel"", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel to remove the linked group from."", ""type"": ""string""}, ""group_id"": {""description"": ""The [IDP Group](https://slack.com/help/articles/115001435788-Connect-identity-provider-groups-to-your-Enterprise-Grid-org) ID to remove from the private channel."", ""type"": ""string""}, ""team_id"": {""description"": ""The workspace where the channel exists. This argument is required for channels only tied to one workspace, and optional for channels that are shared across an organization."", ""type"": ""string""}, ""token"": {""description"": ""Authentication token. Requires scope: `admin.conversations:write`"", ""type"": ""string""}}, ""required"": [""token"", ""team_id"", ""group_id"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_restrictaccess_removegroup""}"
ms-0117,ms,slack,slack/admin_apps_approve,ms:slack/admin_apps_approve:s00,llm_claude_eval,Approve the Figma app for installation in our workspace.,"{""description"": ""Approve an app for installation on a workspace."", ""inputSchema"": {""properties"": {""app_id"": {""description"": ""The id of the app to approve."", ""type"": ""string""}, ""request_id"": {""description"": ""The id of the request to approve."", ""type"": ""string""}, ""team_id"": {""description"": ""The team_id field"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""admin_apps_approve""}"
ms-0118,ms,slack,slack/admin_apps_approve,ms:slack/admin_apps_approve:s01,llm_claude_eval,Green-light that pending app request for the engineering workspace.,"{""description"": ""Approve an app for installation on a workspace."", ""inputSchema"": {""properties"": {""app_id"": {""description"": ""The id of the app to approve."", ""type"": ""string""}, ""request_id"": {""description"": ""The id of the request to approve."", ""type"": ""string""}, ""team_id"": {""description"": ""The team_id field"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""admin_apps_approve""}"
ms-0119,ms,slack,slack/admin_apps_approve,ms:slack/admin_apps_approve:s02,llm_claude_eval,"As an admin, allow the requested integration to be installed.","{""description"": ""Approve an app for installation on a workspace."", ""inputSchema"": {""properties"": {""app_id"": {""description"": ""The id of the app to approve."", ""type"": ""string""}, ""request_id"": {""description"": ""The id of the request to approve."", ""type"": ""string""}, ""team_id"": {""description"": ""The team_id field"", ""type"": ""string""}}, ""required"": [], ""type"": ""object""}, ""name"": ""admin_apps_approve""}"
ms-0120,ms,slack,slack/admin_conversations_invite,ms:slack/admin_conversations_invite:s00,llm_claude_eval,Add the new hire to the #onboarding channel.,"{""description"": ""Invite a user to a public or private channel."", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel that the users will be invited to."", ""type"": ""string""}, ""user_ids"": {""description"": ""The users to invite."", ""type"": ""string""}}, ""required"": [""user_ids"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_invite""}"
ms-0121,ms,slack,slack/admin_conversations_invite,ms:slack/admin_conversations_invite:s01,llm_claude_eval,Invite Priya to the private incident-response channel.,"{""description"": ""Invite a user to a public or private channel."", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel that the users will be invited to."", ""type"": ""string""}, ""user_ids"": {""description"": ""The users to invite."", ""type"": ""string""}}, ""required"": [""user_ids"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_invite""}"
ms-0122,ms,slack,slack/admin_conversations_invite,ms:slack/admin_conversations_invite:s02,llm_claude_eval,Put these three users into #release-coordination.,"{""description"": ""Invite a user to a public or private channel."", ""inputSchema"": {""properties"": {""channel_id"": {""description"": ""The channel that the users will be invited to."", ""type"": ""string""}, ""user_ids"": {""description"": ""The users to invite."", ""type"": ""string""}}, ""required"": [""user_ids"", ""channel_id""], ""type"": ""object""}, ""name"": ""admin_conversations_invite""}"
ms-0123,ms,spoonacular,spoonacular/detectfoodintext,ms:spoonacular/detectfoodintext:s00,llm_claude_eval,Find every food item mentioned in this restaurant review.,"{""description"": ""Detect Food in Text. Take any text and find all mentions of food contained within it. This task is also called Named Entity Recognition (NER). In this case, the entities are foods. Either dishes, such as pizza or cheeseburger, or ingredients, such as cucumber or almonds."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""detectfoodintext""}"
ms-0124,ms,spoonacular,spoonacular/detectfoodintext,ms:spoonacular/detectfoodintext:s01,llm_claude_eval,Which ingredients or dishes appear in the following paragraph?,"{""description"": ""Detect Food in Text. Take any text and find all mentions of food contained within it. This task is also called Named Entity Recognition (NER). In this case, the entities are foods. Either dishes, such as pizza or cheeseburger, or ingredients, such as cucumber or almonds."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""detectfoodintext""}"
ms-0125,ms,spoonacular,spoonacular/detectfoodintext,ms:spoonacular/detectfoodintext:s02,llm_claude_eval,Scan my meal diary text and extract the foods it mentions.,"{""description"": ""Detect Food in Text. Take any text and find all mentions of food contained within it. This task is also called Named Entity Recognition (NER). In this case, the entities are foods. Either dishes, such as pizza or cheeseburger, or ingredients, such as cucumber or almonds."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""detectfoodintext""}"
ms-0126,ms,spoonacular,spoonacular/getingredientsubstitutesbyid,ms:spoonacular/getingredientsubstitutesbyid:s00,llm_claude_eval,What can I use instead of buttermilk in this recipe?,"{""description"": ""Get Ingredient Substitutes by ID. Search for substitutes for a given ingredient."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The id of the ingredient you want substitutes for."", ""type"": ""number""}}, ""required"": [""id""], ""type"": ""object""}, ""name"": ""getingredientsubstitutesbyid""}"
ms-0127,ms,spoonacular,spoonacular/getingredientsubstitutesbyid,ms:spoonacular/getingredientsubstitutesbyid:s01,llm_claude_eval,Suggest replacements for ingredient 9314.,"{""description"": ""Get Ingredient Substitutes by ID. Search for substitutes for a given ingredient."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The id of the ingredient you want substitutes for."", ""type"": ""number""}}, ""required"": [""id""], ""type"": ""object""}, ""name"": ""getingredientsubstitutesbyid""}"
ms-0128,ms,spoonacular,spoonacular/getingredientsubstitutesbyid,ms:spoonacular/getingredientsubstitutesbyid:s02,llm_claude_eval,I'm out of that ingredient - what are good substitutes for it?,"{""description"": ""Get Ingredient Substitutes by ID. Search for substitutes for a given ingredient."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The id of the ingredient you want substitutes for."", ""type"": ""number""}}, ""required"": [""id""], ""type"": ""object""}, ""name"": ""getingredientsubstitutesbyid""}"
ms-0129,ms,spoonacular,spoonacular/menuitemnutritionbyidimage,ms:spoonacular/menuitemnutritionbyidimage:s00,llm_claude_eval,Render the nutrition facts image for that menu item.,"{""description"": ""Menu Item Nutrition by ID Image. Visualize a menu item's nutritional information as HTML including CSS."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The menu item id."", ""type"": ""number""}}, ""required"": [""id"", ""id""], ""type"": ""object""}, ""name"": ""menuitemnutritionbyidimage""}"
ms-0130,ms,spoonacular,spoonacular/menuitemnutritionbyidimage,ms:spoonacular/menuitemnutritionbyidimage:s01,llm_claude_eval,Show a visual nutrition label for the Big Mac entry.,"{""description"": ""Menu Item Nutrition by ID Image. Visualize a menu item's nutritional information as HTML including CSS."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The menu item id."", ""type"": ""number""}}, ""required"": [""id"", ""id""], ""type"": ""object""}, ""name"": ""menuitemnutritionbyidimage""}"
ms-0131,ms,spoonacular,spoonacular/menuitemnutritionbyidimage,ms:spoonacular/menuitemnutritionbyidimage:s02,llm_claude_eval,Generate the calorie and macro graphic for menu item 424571.,"{""description"": ""Menu Item Nutrition by ID Image. Visualize a menu item's nutritional information as HTML including CSS."", ""inputSchema"": {""properties"": {""id"": {""description"": ""The menu item id."", ""type"": ""number""}}, ""required"": [""id"", ""id""], ""type"": ""object""}, ""name"": ""menuitemnutritionbyidimage""}"
ms-0132,ms,spotify,spotify/get_a_chapter,ms:spotify/get_a_chapter:s00,llm_claude_eval,Get the details of chapter 3 of that audiobook.,"{""description"": ""Get a Chapter. Get Spotify catalog information for a single chapter. **Note: Chapters are only available for the US, UK, Ireland, New Zealand and Australia markets.**"", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_a_chapter""}"
ms-0133,ms,spotify,spotify/get_a_chapter,ms:spotify/get_a_chapter:s01,llm_claude_eval,Show information about a single audiobook chapter.,"{""description"": ""Get a Chapter. Get Spotify catalog information for a single chapter. **Note: Chapters are only available for the US, UK, Ireland, New Zealand and Australia markets.**"", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_a_chapter""}"
ms-0134,ms,spotify,spotify/get_a_chapter,ms:spotify/get_a_chapter:s02,llm_claude_eval,Pull the metadata for the chapter with this catalog id.,"{""description"": ""Get a Chapter. Get Spotify catalog information for a single chapter. **Note: Chapters are only available for the US, UK, Ireland, New Zealand and Australia markets.**"", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_a_chapter""}"
ms-0135,ms,spotify,spotify/get_available_markets,ms:spotify/get_available_markets:s00,llm_claude_eval,In which countries is the streaming service available?,"{""description"": ""Get Available Markets. Get the list of markets where Spotify is available."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_available_markets""}"
ms-0136,ms,spotify,spotify/get_available_markets,ms:spotify/get_available_markets:s01,llm_claude_eval,List the market codes the platform supports.,"{""description"": ""Get Available Markets. Get the list of markets where Spotify is available."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_available_markets""}"
ms-0137,ms,spotify,spotify/get_available_markets,ms:spotify/get_available_markets:s02,llm_claude_eval,Show all regions where users can access the catalog.,"{""description"": ""Get Available Markets. Get the list of markets where Spotify is available."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_available_markets""}"
ms-0138,ms,spotify,spotify/get_current_users_profile,ms:spotify/get_current_users_profile:s00,llm_claude_eval,Show my own streaming profile details.,"{""description"": ""Get Current User's Profile. Get detailed profile information about the current user (including the current user's username)."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_current_users_profile""}"
ms-0139,ms,spotify,spotify/get_current_users_profile,ms:spotify/get_current_users_profile:s01,llm_claude_eval,What's my display name and subscription level on the music service?,"{""description"": ""Get Current User's Profile. Get detailed profile information about the current user (including the current user's username)."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_current_users_profile""}"
ms-0140,ms,spotify,spotify/get_current_users_profile,ms:spotify/get_current_users_profile:s02,llm_claude_eval,Fetch the account info of the currently signed-in listener.,"{""description"": ""Get Current User's Profile. Get detailed profile information about the current user (including the current user's username)."", ""inputSchema"": {""properties"": {}, ""required"": [], ""type"": ""object""}, ""name"": ""get_current_users_profile""}"
ms-0141,ms,squareup,squareup/getbankaccountbyv1id,ms:squareup/getbankaccountbyv1id:s00,llm_claude_eval,Look up the linked bank account using its old v1 identifier.,"{""description"": ""GetBankAccountByV1Id. Returns details of a [BankAccount](https://developer.squareup.com/reference/square_2021-08-18/objects/BankAccount) identified by V1 bank account ID."", ""inputSchema"": {""properties"": {""v1_bank_account_id"": {""description"": ""Connect V1 ID of the desired `BankAccount`. For more information, see [Retrieve a bank account by using an ID issued by V1 Bank Accounts API](https://developer.squareup.com/docs/bank-accounts-api#retrieve-a-bank-account-by-using-an-id-issued-by-v1-bank-accounts-api)."", ""type"": ""string""}}, ""required"": [""v1_bank_account_id""], ""type"": ""object""}, ""name"": ""getbankaccountbyv1id""}"
ms-0142,ms,squareup,squareup/getbankaccountbyv1id,ms:squareup/getbankaccountbyv1id:s01,llm_claude_eval,Fetch the bank account details for that legacy id.,"{""description"": ""GetBankAccountByV1Id. Returns details of a [BankAccount](https://developer.squareup.com/reference/square_2021-08-18/objects/BankAccount) identified by V1 bank account ID."", ""inputSchema"": {""properties"": {""v1_bank_account_id"": {""description"": ""Connect V1 ID of the desired `BankAccount`. For more information, see [Retrieve a bank account by using an ID issued by V1 Bank Accounts API](https://developer.squareup.com/docs/bank-accounts-api#retrieve-a-bank-account-by-using-an-id-issued-by-v1-bank-accounts-api)."", ""type"": ""string""}}, ""required"": [""v1_bank_account_id""], ""type"": ""object""}, ""name"": ""getbankaccountbyv1id""}"
ms-0143,ms,squareup,squareup/getbankaccountbyv1id,ms:squareup/getbankaccountbyv1id:s02,llm_claude_eval,Get the banking record referenced by the v1-era account id.,"{""description"": ""GetBankAccountByV1Id. Returns details of a [BankAccount](https://developer.squareup.com/reference/square_2021-08-18/objects/BankAccount) identified by V1 bank account ID."", ""inputSchema"": {""properties"": {""v1_bank_account_id"": {""description"": ""Connect V1 ID of the desired `BankAccount`. For more information, see [Retrieve a bank account by using an ID issued by V1 Bank Accounts API](https://developer.squareup.com/docs/bank-accounts-api#retrieve-a-bank-account-by-using-an-id-issued-by-v1-bank-accounts-api)."", ""type"": ""string""}}, ""required"": [""v1_bank_account_id""], ""type"": ""object""}, ""name"": ""getbankaccountbyv1id""}"
ms-0144,ms,squareup,squareup/retrieveorder,ms:squareup/retrieveorder:s00,llm_claude_eval,Show everything about online order ORD-5521.,"{""description"": ""RetrieveOrder. Provides comprehensive information for a single online store order, including the order's history."", ""inputSchema"": {""properties"": {""location_id"": {""description"": ""The ID of the order's associated location."", ""type"": ""string""}, ""order_id"": {""description"": ""The order's Square-issued ID. You obtain this value from Order objects returned by the List Orders endpoint"", ""type"": ""string""}}, ""required"": [""location_id"", ""order_id""], ""type"": ""object""}, ""name"": ""retrieveorder""}"
ms-0145,ms,squareup,squareup/retrieveorder,ms:squareup/retrieveorder:s01,llm_claude_eval,Pull the full history and line items of that customer's order.,"{""description"": ""RetrieveOrder. Provides comprehensive information for a single online store order, including the order's history."", ""inputSchema"": {""properties"": {""location_id"": {""description"": ""The ID of the order's associated location."", ""type"": ""string""}, ""order_id"": {""description"": ""The order's Square-issued ID. You obtain this value from Order objects returned by the List Orders endpoint"", ""type"": ""string""}}, ""required"": [""location_id"", ""order_id""], ""type"": ""object""}, ""name"": ""retrieveorder""}"
ms-0146,ms,squareup,squareup/retrieveorder,ms:squareup/retrieveorder:s02,llm_claude_eval,Get the details for one specific store order.,"{""description"": ""RetrieveOrder. Provides comprehensive information for a single online store order, including the order's history."", ""inputSchema"": {""properties"": {""location_id"": {""description"": ""The ID of the order's associated location."", ""type"": ""string""}, ""order_id"": {""description"": ""The order's Square-issued ID. You obtain this value from Order objects returned by the List Orders endpoint"", ""type"": ""string""}}, ""required"": [""location_id"", ""order_id""], ""type"": ""object""}, ""name"": ""retrieveorder""}"
ms-0147,ms,squareup,squareup/obtaintoken,ms:squareup/obtaintoken:s00,llm_claude_eval,Exchange the authorization code for an access token.,"{""description"": ""ObtainToken. Returns an OAuth access token. The endpoint supports distinct methods of obtaining OAuth access tokens. Applications specify a method by adding the `grant_type` parameter in the request and also provide relevant information. __Note:__ Regardless of the method application specified, the endpoint always returns two items; an OAuth access token and a refresh token in the response. __OAut"", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The Square-issued ID of your application, available from the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""client_secret"": {""description"": ""The Square-issued application secret for your application, available from the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""code"": {""description"": ""The authorization code to exchange. This is required if `grant_type` is set to `authorization_code`, to indicate that the application wants to exchange an authorization code for an OAuth access token."", ""type"": ""string""}, ""grant_type"": {""description"": ""Specifies the method to request an OAuth access token. Valid values are: `authorization_code`, `refresh_token`, and `migration_token`"", ""type"": ""string""}, ""migration_token"": {""description"": ""Legacy OAuth access token obtained using a Connect API version prior to 2019-03-13. This parameter is required if `grant_type` is set to `migration_token` to indicate that the application wants to get a replacement OAuth access token. The response also returns a refresh token. For more information, see [Migrate to Using Refresh Tokens](https://developer.squareup.com/docs/oauth-api/migrate-to-refre"", ""type"": ""string""}, ""redirect_uri"": {""description"": ""The redirect URL assigned in the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""refresh_token"": {""description"": ""A valid refresh token for generating a new OAuth access token. A valid refresh token is required if `grant_type` is set to `refresh_token` , to indicate the application wants a replacement for an expired OAuth access token."", ""type"": ""string""}, ""scopes"": {""description"": ""A JSON list of strings representing the permissions the application is requesting. For example: \""`[\""MERCHANT_PROFILE_READ\"",\""PAYMENTS_READ\"",\""BANK_ACCOUNTS_READ\""]`\"" The access token returned in the response is granted the permissions that comprise the intersection between the requested list of permissions, and those that belong to the provided refresh token."", ""type"": ""array""}}, ""required"": [""client_id"", ""client_secret"", ""grant_type""], ""type"": ""object""}, ""name"": ""obtaintoken""}"
ms-0148,ms,squareup,squareup/obtaintoken,ms:squareup/obtaintoken:s01,llm_claude_eval,Get me a fresh OAuth token using the refresh flow.,"{""description"": ""ObtainToken. Returns an OAuth access token. The endpoint supports distinct methods of obtaining OAuth access tokens. Applications specify a method by adding the `grant_type` parameter in the request and also provide relevant information. __Note:__ Regardless of the method application specified, the endpoint always returns two items; an OAuth access token and a refresh token in the response. __OAut"", ""inputSchema"": {""properties"": {""client_id"": {""description"": ""The Square-issued ID of your application, available from the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""client_secret"": {""description"": ""The Square-issued application secret for your application, available from the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""code"": {""description"": ""The authorization code to exchange. This is required if `grant_type` is set to `authorization_code`, to indicate that the application wants to exchange an authorization code for an OAuth access token."", ""type"": ""string""}, ""grant_type"": {""description"": ""Specifies the method to request an OAuth access token. Valid values are: `authorization_code`, `refresh_token`, and `migration_token`"", ""type"": ""string""}, ""migration_token"": {""description"": ""Legacy OAuth access token obtained using a Connect API version prior to 2019-03-13. This parameter is required if `grant_type` is set to `migration_token` to indicate that the application wants to get a replacement OAuth access token. The response also returns a refresh token. For more information, see [Migrate to Using Refresh Tokens](https://developer.squareup.com/docs/oauth-api/migrate-to-refre"", ""type"": ""string""}, ""redirect_uri"": {""description"": ""The redirect URL assigned in the [developer dashboard](https://developer.squareup.com/apps)."", ""type"": ""string""}, ""refresh_token"": {""description"": ""A valid refresh token for generating a new OAuth access token. A valid refresh token is required if `grant_type` is set to `refresh_token` , to indicate the application wants a replacement for an expired OAuth access token."", ""type"": ""string""}, ""scopes"": {""description"": ""A JSON list of strings representing the permissions the application is requesting. For example: \""`[\""MERCHANT_PROFILE_READ\"",\""PAYMENTS_READ\"",\""BANK_ACCOUNTS_READ\""]`\"" The access token returned in the response is granted the permissions that comprise the intersection between the requested list of permissions, and those that belong to the provided refresh token."", ""type"": ""array""}}, ""required"": [""client_id"", ""client_secret"", ""grant_type""], ""type"": ""object""}, ""name"": ""obtaintoken""}"
