query_id,anchor,tool,doc,label
v1-0291,I need the issue list to inspect recently updated issues.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0291,I need the issue list to inspect recently updated issues.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0291,I need the issue list to inspect recently updated issues.,list_releases,"{""description"":""List releases in a GitHub repository"",""inputSchema"":{""properties"":{""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_releases""}",0
v1-0291,I need the issue list to inspect recently updated issues.,list_commits,"{""description"":""Get list of commits of a branch in a GitHub repository. Returns at least 30 results per page by default, but can return more if specified using the perPage parameter (up to 100)."",""inputSchema"":{""properties"":{""author"":{""description"":""Author username or email address to filter commits by"",""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""sha"":{""description"":""Commit SHA, branch or tag name to list commits of. If not provided, uses the default branch of the repository. If a commit SHA is provided, will list commits up to that SHA."",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_commits""}",0
v1-0291,I need the issue list to inspect recently updated issues.,list_branches,"{""description"":""List branches in a GitHub repository"",""inputSchema"":{""properties"":{""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_branches""}",0
v1-0292,I want to inspect repository issues to inspect recently updated issues.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0292,I want to inspect repository issues to inspect recently updated issues.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0292,I want to inspect repository issues to inspect recently updated issues.,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0292,I want to inspect repository issues to inspect recently updated issues.,list_releases,"{""description"":""List releases in a GitHub repository"",""inputSchema"":{""properties"":{""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_releases""}",0
v1-0292,I want to inspect repository issues to inspect recently updated issues.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0293,I am trying to look through issues to inspect recently updated issues.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0293,I am trying to look through issues to inspect recently updated issues.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0293,I am trying to look through issues to inspect recently updated issues.,add_issue_comment,"{""description"":""Add a comment to a specific issue in a GitHub repository. Use this tool to add comments to pull requests as well (in this case pass pull request number as issue_number), but only if user is not asking specifically to add review comments."",""inputSchema"":{""properties"":{""body"":{""description"":""Comment content"",""type"":""string""},""issue_number"":{""description"":""Issue number to comment on"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number"",""body""],""type"":""object""},""name"":""add_issue_comment""}",0
v1-0293,I am trying to look through issues to inspect recently updated issues.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0293,I am trying to look through issues to inspect recently updated issues.,add_comment_to_pending_review,"{""description"":""Add review comment to the requester's latest pending pull request review. A pending review needs to already exist to call this (check with the user if not sure)."",""inputSchema"":{""properties"":{""body"":{""description"":""The text of the review comment"",""type"":""string""},""line"":{""description"":""The line of the blob in the pull request diff that the comment applies to. For multi-line comments, the last line of the range"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""path"":{""description"":""The relative path to the file that necessitates a comment"",""type"":""string""},""pullNumber"":{""description"":""Pull request number"",""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""side"":{""description"":""The side of the diff to comment on. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""startLine"":{""description"":""For multi-line comments, the first line of the range that the comment applies to"",""type"":""number""},""startSide"":{""description"":""For multi-line comments, the starting side of the diff that the comment applies to. LEFT indicates the previous state, RIGHT indicates the new state"",""enum"":[""LEFT"",""RIGHT""],""type"":""string""},""subjectType"":{""description"":""The level at which the comment is targeted"",""enum"":[""FILE"",""LINE""],""type"":""string""}},""required"":[""owner"",""repo"",""pullNumber"",""path"",""body"",""subjectType""],""type"":""object""},""name"":""add_comment_to_pending_review""}",0
v1-0294,I need the issue list to find unresolved platform work.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0294,I need the issue list to find unresolved platform work.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0294,I need the issue list to find unresolved platform work.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0294,I need the issue list to find unresolved platform work.,list_releases,"{""description"":""List releases in a GitHub repository"",""inputSchema"":{""properties"":{""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_releases""}",0
v1-0294,I need the issue list to find unresolved platform work.,search_repositories,"{""description"":""Find GitHub repositories by name, description, readme, topics, or other metadata. Perfect for discovering projects, finding examples, or locating specific repositories across GitHub."",""inputSchema"":{""properties"":{""minimal_output"":{""default"":true,""description"":""Return minimal repository information (default: true). When false, returns full GitHub API repository objects."",""type"":""boolean""},""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Repository search query. Examples: 'machine learning in:name stars:>1000 language:python', 'topic:react', 'user:facebook'. Supports advanced search syntax for precise filtering."",""type"":""string""},""sort"":{""description"":""Sort repositories by field, defaults to best match"",""enum"":[""stars"",""forks"",""help-wanted-issues"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_repositories""}",0
v1-0295,I want to inspect repository issues to find unresolved platform work.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0295,I want to inspect repository issues to find unresolved platform work.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0295,I want to inspect repository issues to find unresolved platform work.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0295,I want to inspect repository issues to find unresolved platform work.,search_repositories,"{""description"":""Find GitHub repositories by name, description, readme, topics, or other metadata. Perfect for discovering projects, finding examples, or locating specific repositories across GitHub."",""inputSchema"":{""properties"":{""minimal_output"":{""default"":true,""description"":""Return minimal repository information (default: true). When false, returns full GitHub API repository objects."",""type"":""boolean""},""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Repository search query. Examples: 'machine learning in:name stars:>1000 language:python', 'topic:react', 'user:facebook'. Supports advanced search syntax for precise filtering."",""type"":""string""},""sort"":{""description"":""Sort repositories by field, defaults to best match"",""enum"":[""stars"",""forks"",""help-wanted-issues"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_repositories""}",0
v1-0295,I want to inspect repository issues to find unresolved platform work.,list_releases,"{""description"":""List releases in a GitHub repository"",""inputSchema"":{""properties"":{""owner"":{""description"":""Repository owner"",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_releases""}",0
v1-0296,I am trying to look through issues to find unresolved platform work.,list_issues,"{""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""properties"":{""after"":{""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs."",""type"":""string""},""direction"":{""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""],""type"":""string""},""labels"":{""description"":""Filter by labels"",""items"":{""type"":""string""},""type"":""array""},""orderBy"":{""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""],""type"":""string""},""owner"":{""description"":""Repository owner"",""type"":""string""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""repo"":{""description"":""Repository name"",""type"":""string""},""since"":{""description"":""Filter by date (ISO 8601 timestamp)"",""type"":""string""},""state"":{""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""],""type"":""string""}},""required"":[""owner"",""repo""],""type"":""object""},""name"":""list_issues""}",1
v1-0296,I am trying to look through issues to find unresolved platform work.,search_issues,"{""description"":""Search for issues in GitHub repositories using issues search syntax already scoped to is:issue"",""inputSchema"":{""properties"":{""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""owner"":{""description"":""Optional repository owner. If provided with repo, only issues for this repository are listed."",""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Search query using GitHub issues search syntax"",""type"":""string""},""repo"":{""description"":""Optional repository name. If provided with owner, only issues for this repository are listed."",""type"":""string""},""sort"":{""description"":""Sort field by number of matches of categories, defaults to best match"",""enum"":[""comments"",""reactions"",""reactions-+1"",""reactions--1"",""reactions-smile"",""reactions-thinking_face"",""reactions-heart"",""reactions-tada"",""interactions"",""created"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_issues""}",0
v1-0296,I am trying to look through issues to find unresolved platform work.,assign_copilot_to_issue,"{""description"":""Assign Copilot to a specific issue in a GitHub repository.\n\nThis tool can help with the following outcomes:\n- a Pull Request created with source code changes to resolve the issue\n\n\nMore information can be found at:\n- https://docs.github.com/en/copilot/using-github-copilot/using-copilot-coding-agent-to-work-on-tasks/about-assigning-tasks-to-copilot\n"",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""custom_instructions"":{""description"":""Optional custom instructions to guide the agent beyond the issue body. Use this to provide additional context, constraints, or guidance that is not captured in the issue description"",""type"":""string""},""issue_number"":{""description"":""Issue number"",""type"":""number""},""owner"":{""description"":""Repository owner"",""type"":""string""},""repo"":{""description"":""Repository name"",""type"":""string""}},""required"":[""owner"",""repo"",""issue_number""],""type"":""object""},""name"":""assign_copilot_to_issue""}",0
v1-0296,I am trying to look through issues to find unresolved platform work.,search_repositories,"{""description"":""Find GitHub repositories by name, description, readme, topics, or other metadata. Perfect for discovering projects, finding examples, or locating specific repositories across GitHub."",""inputSchema"":{""properties"":{""minimal_output"":{""default"":true,""description"":""Return minimal repository information (default: true). When false, returns full GitHub API repository objects."",""type"":""boolean""},""order"":{""description"":""Sort order"",""enum"":[""asc"",""desc""],""type"":""string""},""page"":{""description"":""Page number for pagination (min 1)"",""minimum"":1,""type"":""number""},""perPage"":{""description"":""Results per page for pagination (min 1, max 100)"",""maximum"":100,""minimum"":1,""type"":""number""},""query"":{""description"":""Repository search query. Examples: 'machine learning in:name stars:>1000 language:python', 'topic:react', 'user:facebook'. Supports advanced search syntax for precise filtering."",""type"":""string""},""sort"":{""description"":""Sort repositories by field, defaults to best match"",""enum"":[""stars"",""forks"",""help-wanted-issues"",""updated""],""type"":""string""}},""required"":[""query""],""type"":""object""},""name"":""search_repositories""}",0
v1-0296,I am trying to look through issues to find unresolved platform work.,create_pull_request_with_copilot,"{""description"":""Delegate a task to GitHub Copilot coding agent to perform in the background. The agent will create a pull request with the implementation. You should use this tool if the user asks to create a pull request to perform a specific task, or if the user asks Copilot to do something."",""inputSchema"":{""properties"":{""base_ref"":{""description"":""Git reference (e.g., branch) that the agent will start its work from. If not specified, defaults to the repository's default branch"",""type"":""string""},""owner"":{""description"":""Repository owner. You can guess the owner, but confirm it with the user before proceeding."",""type"":""string""},""problem_statement"":{""description"":""Detailed description of the task to be performed (e.g., 'Implement a feature that does X', 'Fix bug Y', etc.)"",""type"":""string""},""repo"":{""description"":""Repository name. You can guess the repository name, but confirm it with the user before proceeding."",""type"":""string""},""title"":{""description"":""Title for the pull request that will be created"",""type"":""string""}},""required"":[""owner"",""repo"",""problem_statement"",""title""],""type"":""object""},""name"":""create_pull_request_with_copilot""}",0
