anchor,positive_schema
"Would you fetch repository issues to find unresolved platform work?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Can we pull the issue list to find unresolved platform work?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Can you list issues so we can scan repository issue backlog?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Could you show the issue backlog to scan repository issue backlog?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Would you fetch repository issues to scan repository issue backlog?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Can we pull the issue list to scan repository issue backlog?","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I need the issue list to review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository issues to review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I am trying to look through issues to review all open bugs.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I need the issue list to see issues labeled documentation.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository issues to see issues labeled documentation.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I am trying to look through issues to see issues labeled documentation.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I need the issue list to inspect recently updated issues.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository issues to inspect recently updated issues.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I am trying to look through issues to inspect recently updated issues.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I need the issue list to find unresolved platform work.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository issues to find unresolved platform work.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I am trying to look through issues to find unresolved platform work.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I need the issue list to scan repository issue backlog.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I want to inspect repository issues to scan repository issue backlog.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"I am trying to look through issues to scan repository issue backlog.","{""name"":""list_issues"",""description"":""List issues in a GitHub repository. For pagination, use the 'endCursor' from the previous response's 'pageInfo' in the 'after' parameter."",""inputSchema"":{""type"":""object"",""properties"":{""after"":{""type"":""string"",""description"":""Cursor for pagination. Use the endCursor from the previous page's PageInfo for GraphQL APIs.""},""direction"":{""type"":""string"",""description"":""Order direction. If provided, the 'orderBy' also needs to be provided."",""enum"":[""ASC"",""DESC""]},""labels"":{""type"":""array"",""items"":{""type"":""string""},""description"":""Filter by labels""},""orderBy"":{""type"":""string"",""description"":""Order issues by field. If provided, the 'direction' also needs to be provided."",""enum"":[""CREATED_AT"",""UPDATED_AT"",""COMMENTS""]},""owner"":{""type"":""string"",""description"":""Repository owner""},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""repo"":{""type"":""string"",""description"":""Repository name""},""since"":{""type"":""string"",""description"":""Filter by date (ISO 8601 timestamp)""},""state"":{""type"":""string"",""description"":""Filter by state, by default both open and closed issues are returned when not provided"",""enum"":[""OPEN"",""CLOSED""]}},""required"":[""owner"",""repo""]}}"
"Search code across GitHub to find the auth middleware implementation.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Run a code search to find the auth middleware implementation.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Find matching code snippets that find the auth middleware implementation.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
"Search code across GitHub to look for rate limiting logic.","{""name"":""search_code"",""description"":""Fast and precise code search across ALL GitHub repositories using GitHub's native search engine. Best for finding exact symbols, functions, classes, or specific code patterns."",""inputSchema"":{""type"":""object"",""properties"":{""order"":{""type"":""string"",""description"":""Sort order for results"",""enum"":[""asc"",""desc""]},""page"":{""type"":""number"",""description"":""Page number for pagination (min 1)"",""minimum"":1},""perPage"":{""type"":""number"",""description"":""Results per page for pagination (min 1, max 100)"",""minimum"":1,""maximum"":100},""query"":{""type"":""string"",""description"":""Search query using GitHub's powerful code search syntax. Examples: 'content:Skill language:Java org:github', 'NOT is:archived language:Python OR language:go', 'repo:github/github-mcp-server'. Supports exact matching, language filters, path filters, and more.""},""sort"":{""type"":""string"",""description"":""Sort field ('indexed' only)""}},""required"":[""query""]}}"
